Name,City,State,Zip,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,Sector,ApprovalMonth,IsFranchise,clean_DisbursementGross,MIS_Status,clean_ChgOffPrinGr,clean_GrAppv,clean_SBA_Appv
"MICHAEL ARAM,INC.",HOBOKEN,NJ,7030,NEW JERSEY BUS. FINAN CORP,NJ,240,10,0,10,0,0,0,0,31,Nov,0,132000.0,1,0.0,132000.0,132000.0
Affordable Duct Cleaning Corpo,Agawam,MA,1001,CAPITAL ONE NATL ASSOC,VA,84,8,0,0,0,1,0,0,23,Sep,0,50000.0,1,0.0,50000.0,25000.0
J.C. TOOLS,AGAWAM,MA,1001,BANK OF WESTERN MASSACHUSETTS,MA,84,1,1,0,0,0,0,0,44,May,0,60000.0,1,0.0,60000.0,54000.0
MICHAEL KOLODNY,BELCHERTOWN,MA,1007,CITIZENS BANK NATL ASSOC,RI,32,1,0,0,1,1,1,0,61,May,0,24708.0,0,8315.0,11000.0,5500.0
Life Supply Corporation,Chicopee,MA,1022,"TD BANK, NATIONAL ASSOCIATION",DE,120,25,0,20,45,1,0,0,42,Aug,0,585000.0,1,0.0,585000.0,438750.0
TAXI'S DOG BAKERY,NORTHAMPTON,MA,1060,BANK OF WESTERN MASSACHUSETTS,MA,84,7,1,0,0,1,0,0,31,Jun,0,75000.0,1,0.0,75000.0,60000.0
"Al Meher, Inc.",WESTFIELD,MA,1085,"TD BANK, NATIONAL ASSOCIATION",DE,60,4,0,0,0,1,0,0,44,Jun,0,30000.0,1,0.0,30000.0,15000.0
SIMPLICITY ENGINEERING NE INC,WESTFIELD,MA,1085,BANK OF AMERICA NATL ASSOC,RI,48,3,0,0,3,1,1,0,54,Jul,0,40000.0,1,0.0,40000.0,20000.0
Rosemary Callahan dba Global T,PITTSFIELD,MA,1201,BANK OF AMERICA NATL ASSOC,NC,38,1,0,0,0,2,1,0,56,Nov,0,21238.0,0,22581.0,24000.0,12000.0
PLUS ET PLUS INC,PITTSFIELD,MA,1201,CITIZENS BANK NATL ASSOC,RI,84,4,0,1,5,1,1,0,53,Aug,0,11611.0,1,0.0,5000.0,4250.0
THE BROWNS,WILLIAMSTOWN (CENSUS NAME FOR,MA,1237,BERKSHIRE BANK,MA,84,5,1,5,0,2,1,0,44,Apr,0,482016.0,1,0.0,150000.0,75000.0
Federal House Inn,South lee,MA,1260,BAY COLONY DEVEL CORP,MA,240,1,1,3,0,1,0,0,72,Mar,0,153000.0,1,0.0,153000.0,153000.0
DAVE'S AUTO & TIRE CENTER,WILLIAMSTOWN (CENSUS NAME FOR,MA,1267,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,6,1,1,0,81,Oct,0,7287.0,1,0.0,1000.0,500.0
"SPRAY RESEARCH, INC.",TURNER FALLS,MA,1376,SANTANDER BANK NATL ASSOC,MA,84,1,1,0,0,0,0,1,0,Oct,0,100000.0,1,0.0,100000.0,80000.0
P & S REALTY TRUST,GARDNER,MA,1440,"TD BANK, NATIONAL ASSOCIATION",MA,180,26,0,0,0,0,0,0,52,Sep,0,230000.0,1,0.0,230000.0,184000.0
T&K EXPRESS,WESTMINSTER,MA,1473,"SUPERIOR FINANCIAL GROUP, LLC",CA,65,1,0,0,1,1,0,0,48,Sep,0,12500.0,0,8617.0,12500.0,10625.0
TARRAGON RESTAURANT & PUB,STURBRIDGE,MA,1500,SOUTHBRIDGE SAVINGS BANK,MA,84,23,1,0,0,0,0,1,0,Apr,0,55000.0,1,0.0,55000.0,44000.0
"Sheppard Envelope Company, Inc",Auburn,MA,1501,"TD BANK, NATIONAL ASSOCIATION",DE,107,25,1,0,0,1,0,0,31,Dec,0,250000.0,1,0.0,250000.0,125000.0
BEACON EDUCATIONAL TECHNOLOGIE,BEAVER BROOK,MA,1503,BANK OF AMERICA NATL ASSOC,RI,2,8,0,2,8,1,1,0,54,Nov,0,103319.0,0,46925.0,50000.0,25000.0
Planet Cleaning Co.,BLACKSTONE,MA,1504,BANK OF AMERICA NATL ASSOC,NC,84,4,0,0,4,1,1,0,56,Mar,0,18797.0,1,0.0,10000.0,5000.0
CHOICE DRY CLEANERS,NORTHBORO,MA,1532,BAY STATE SAVINGS BANK,MA,84,1,1,0,0,0,0,0,81,Mar,0,120000.0,1,0.0,120000.0,90000.0
"Patriot Elevator & Lift,  LLC",Shrewsbury,MA,1545,"TD BANK, NATIONAL ASSOCIATION",DE,36,1,1,0,0,1,1,0,23,Jun,0,53136.0,0,19496.0,20000.0,10000.0
"Nu-Age Environmental, Inc.",SOUTH GRAFTON,MA,1560,BANK OF AMERICA NATL ASSOC,NC,57,4,0,3,7,1,1,0,23,Mar,0,10000.0,0,10000.0,10000.0,5000.0
"POOSAWANTOS, INC",WORCESTER,MA,1605,"SUPERIOR FINANCIAL GROUP, LLC",CA,120,2,1,2,2,1,0,0,44,Sep,0,5000.0,1,0.0,5000.0,4500.0
DBA EUROPEAN BAKERY,WORCESTER,MA,1613,COMMERCE BANK & TRUST COMPANY,MA,87,9,1,0,0,0,0,0,0,Sep,0,120000.0,1,0.0,120000.0,108000.0
SCOTT FITZGERALD  LANDSCAPING,BEDFORD,MA,1730,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Dec,0,7552.0,1,0.0,5000.0,2500.0
"SABROSA FOODS, INC.",SOUTHBORO,MA,1772,BANK OF AMERICA NATL ASSOC,RI,60,1,1,0,0,1,0,0,31,Apr,0,260000.0,1,0.0,260000.0,195000.0
JOHNSON CONSULTING INC,WOBURN,MA,1801,CITIZENS BANK NATL ASSOC,RI,84,10,0,0,10,1,1,0,54,Aug,0,1254266.0,1,0.0,200000.0,100000.0
"CAMBRIDGE PHYSICS OUTLET, INC.",WOBURN,MA,1801,NORTHERN BK & TR CO,MA,60,7,0,0,0,0,0,1,0,Aug,0,50000.0,1,0.0,50000.0,45000.0
FIRST EAGLE INC,BRADFORD,MA,1835,CENTURY BANK AND TRUST COMPANY,MA,6,3,1,2,3,1,1,0,52,Jan,0,101100.0,0,49962.0,50000.0,25000.0
PALLIS CORP,LOWELL,MA,1851,BAY COLONY DEVEL CORP,MA,240,140,0,39,0,1,0,0,31,Sep,0,560000.0,1,0.0,560000.0,560000.0
"Kdc Management, Inc.",TEWKSBURY,MA,1876,BANK OF AMERICA NATL ASSOC,NC,48,10,0,0,10,1,1,0,56,Jul,0,96552.0,0,62210.0,65000.0,32500.0
METROPOLITAN DELI & CATERING,WESTFORD,MA,1886,BAY COLONY DEVEL CORP,MA,240,10,0,9,0,0,0,0,0,Aug,0,229000.0,1,0.0,229000.0,229000.0
"AAA CARPET, LLC",WILMINGTON,MA,1887,CITIZENS BANK NATL ASSOC,RI,53,24,0,0,24,1,0,0,44,Feb,0,100000.0,0,99000.0,100000.0,50000.0
SOHAN INC.,BEVERLY,MA,1915,CITIZENS BANK NATL ASSOC,RI,60,5,0,0,5,1,0,0,44,Feb,0,100000.0,1,0.0,100000.0,50000.0
46 & 56 ENON ST REALTY TRUST,BEVERLY,MA,1915,BAY COLONY DEVEL CORP,MA,240,35,0,10,35,0,0,0,44,May,0,785000.0,1,0.0,785000.0,785000.0
WALSH HANNON GLADWIN INC,DANVERS,MA,1923,DANVERSBANK,MA,84,14,0,0,0,0,0,0,0,Nov,0,220000.0,1,0.0,220000.0,176000.0
SEACT FTWR/PROTECTIVE CLOTH'G,MAGNOLIA,MA,1930,"TD BANK, NATIONAL ASSOCIATION",MA,60,6,0,0,0,0,0,0,0,Apr,0,50000.0,1,0.0,50000.0,45000.0
"Cape Pond Ice Company, Inc.",Gloucester,MA,1931,"TD BANK, NATIONAL ASSOCIATION",DE,84,32,0,1,4,1,0,0,31,Dec,0,152000.0,1,0.0,152000.0,76000.0
Atlantic ATM,IPSWICH,MA,1938,BANK OF AMERICA NATL ASSOC,NC,84,4,0,0,4,1,1,0,23,Mar,0,14945.0,1,0.0,10000.0,5000.0
"NSKP, Inc.",MARBLEHEAD,MA,1945,SANTANDER BANK NATL ASSOC,MA,12,6,0,1,7,2,1,0,23,Sep,0,100000.0,1,0.0,100000.0,50000.0
NORTHEAST QUALITY PROD CO INC,NEWBURYPORT,MA,1950,CENTURY BANK AND TRUST COMPANY,MA,72,21,0,0,0,0,0,0,0,Oct,0,180000.0,1,0.0,180000.0,126000.0
COOKSON PHYSICAL THERAPY SPT C,PEABODY,MA,1960,WELLS FARGO BANK NATL ASSOC,SD,81,15,0,2,17,1,1,0,62,Oct,0,139248.0,1,0.0,60000.0,30000.0
JPL INDUSTRIES INC,SALEM,MA,1971,DANVERSBANK,MA,96,24,0,0,0,0,0,0,0,Sep,0,140000.0,1,0.0,140000.0,126000.0
BRUCE C. FERRIERO DBA WEATHERS,S HAMILTON,MA,1982,CAPITAL ONE NATL ASSOC,VA,84,1,0,0,1,1,0,0,23,Mar,0,75000.0,1,0.0,75000.0,37500.0
MUSTARD SEED INC,CANTON,MA,2021,EASTERN BANK,MA,12,10,0,5,10,1,1,0,0,Sep,0,184000.0,1,0.0,150000.0,75000.0
BOYAJIAN INC,CANTON,MA,2021,THE BANK OF CANTON,MA,4,14,0,14,14,1,0,0,31,Dec,0,60000.0,1,0.0,60000.0,30000.0
FONTAINE'S WRECKER SERVICE,DEDHAM,MA,2026,"TEXTRON BUSINESS CREDIT, INC.",RI,89,16,1,0,0,1,0,0,48,Nov,0,205696.0,0,204419.0,219000.0,164250.0
RICK'S PUB INC & 36 MILL LN TR,DEDHAM,MA,2026,NORWOOD CO-OPERATIVE BANK,MA,84,6,0,0,0,0,0,0,0,Oct,0,50000.0,1,0.0,50000.0,42500.0
H&B Carpet Service Inc.,MANSFIELD,MA,2048,BANK OF AMERICA NATL ASSOC,NC,74,4,1,0,4,1,1,0,23,Jan,0,15000.0,0,15000.0,15000.0,7500.0
"TECH IN THE BOX, INC.",MARSHFIELD,MA,2050,CITIZENS BANK NATL ASSOC,RI,54,4,0,0,4,1,0,0,44,Apr,0,56000.0,0,53775.0,56000.0,28000.0
BLAKE INDUSTRIES,NORWELL,MA,2061,BANK OF AMERICA NATL ASSOC,NC,78,3,0,0,3,1,1,0,42,Sep,0,135443.0,1,0.0,55000.0,27500.0
New England Pool & Spa Service,NORWOOD,MA,2062,EASTERN BANK,MA,60,15,0,0,2,1,0,0,56,Apr,0,40000.0,1,0.0,40000.0,20000.0
DIGITAL SCANNING INC,SCITUATE (CENSUS NAME FOR SCIT,MA,2066,BANK OF AMERICA NATL ASSOC,RI,82,6,0,2,6,1,1,0,51,Sep,0,42748.0,1,0.0,29000.0,14500.0
"Claims Management Services, In",SHARON,MA,2067,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,52,Dec,0,136627.0,1,0.0,50000.0,25000.0
ALL OCCASIONS,WALPOLE,MA,2090,BANK OF AMERICA NATL ASSOC,RI,48,3,0,2,5,1,1,0,44,Sep,0,60856.0,1,0.0,25000.0,12500.0
MARTINIZING ONE HOUR DRY CLEAN,WESTWOOD,MA,2090,CITIZENS BANK NATL ASSOC,MA,84,6,1,0,6,1,1,0,81,Feb,0,50000.0,1,0.0,50000.0,25000.0
"Landscape America, Inc.",Wrentham,MA,2093,"TD BANK, NATIONAL ASSOCIATION",DE,84,4,1,0,0,1,1,0,56,Apr,0,182632.0,1,0.0,50000.0,25000.0
"DILDAY & ASSOCIATES, LLC",BOSTON,MA,2108,CITIZENS BANK NATL ASSOC,RI,56,1,1,0,1,1,1,0,54,Jul,0,50200.0,0,30983.0,45000.0,22500.0
LAW OFFICE OF PETER T LYONS,BOSTON,MA,2109,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Apr,0,60957.0,1,0.0,20000.0,10000.0
ESSENTIAL CREATIVITY INC,BOSTON,MA,2110,BANK OF AMERICA NATL ASSOC,RI,48,4,0,0,0,1,1,0,54,Jun,0,50000.0,1,0.0,50000.0,25000.0
CALLAWAY PHOTO,BOSTON,MA,2110,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Oct,0,5000.0,1,0.0,5000.0,2500.0
CATERING WITH DISTINCTION INC,BOSTON,MA,2111,CITIZENS BANK NATL ASSOC,RI,84,15,0,3,15,1,1,0,72,Oct,0,115571.0,1,0.0,50000.0,25000.0
CHADWICK MARTIN BAILEY INC,BOSTON,MA,2111,BAY COLONY DEVEL CORP,MA,240,46,0,14,0,0,0,0,0,Jun,0,497000.0,1,0.0,497000.0,497000.0
"DALSAN NEW ENGLAND, INC.",BOSTON,MA,2119,CITIZENS BANK NATL ASSOC,RI,32,1,0,0,1,1,0,0,48,Jan,0,37500.0,1,4641.0,37500.0,18750.0
"ASHMONT AUTO REPAIR, INC.",ALLSTON,MA,2134,CITIZENS BANK NATL ASSOC,RI,59,6,1,0,6,2,0,0,81,Jan,0,25000.0,1,0.0,25000.0,12500.0
STAR DRY CLEANING AND LAUNDROM,BRIGHTON,MA,2135,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,0,0,81,Apr,0,40000.0,1,0.0,40000.0,20000.0
TONY TRADING CO INC,BRIGHTON,MA,2135,CITIZENS BANK NATL ASSOC,RI,84,4,0,3,7,1,1,0,44,Nov,0,100100.0,1,0.0,100000.0,50000.0
IMMUNETICS INC,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,RI,24,6,0,0,0,0,0,0,31,Feb,0,50000.0,1,0.0,50000.0,45000.0
"FLUENCY IN LANGUAGES, INC.",SOMERVILLE,MA,2145,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,0,0,61,Apr,0,10000.0,1,0.0,10000.0,5000.0
HARDRIC LABS INC,WALTHAM,MA,2154,DANVERSBANK,MA,84,8,0,0,0,0,0,0,31,Sep,0,225000.0,1,0.0,225000.0,184500.0
"G CREATIVE STUDIOS, LLC",MEDFORD,MA,2155,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,0,1,0,0,51,Dec,0,8000.0,1,0.0,25000.0,12500.0
U.S. Petroleum Corporation,QUINCY,MA,2169,BANK OF AMERICA NATL ASSOC,NC,84,5,0,2,7,1,1,0,44,Jan,0,91724.0,1,0.0,90000.0,45000.0
"N. ROBERT GIRARDI, D.C.",LEXINGTON,MA,2173,NORTHERN BK & TR CO,MA,84,3,0,0,0,0,0,1,62,Jan,0,100000.0,1,0.0,100000.0,85000.0
Timothy F. Cossette dba Titan,STONEHAM,MA,2180,CAPITAL ONE NATL ASSOC,VA,84,6,0,0,6,1,0,0,23,Jun,0,75000.0,1,0.0,75000.0,37500.0
"PERSONALIZED FITNESS, INC.",MILTON,MA,2186,CAPITAL ONE NATL ASSOC,VA,84,4,0,2,4,1,0,0,71,Mar,0,35000.0,1,0.0,35000.0,17500.0
"Unik International, Inc.",BROCKTON,MA,2301,ROCKLAND TRUST COMPANY,MA,36,6,1,0,6,1,1,0,44,Oct,0,103482.0,1,0.0,30000.0,15000.0
CUSICK LANDSCAPING,DUXBURY (CENSUS NAME FOR DUXBU,MA,2331,CITIZENS BANK NATL ASSOC,MA,84,2,0,0,2,1,1,0,54,Aug,0,35000.0,1,0.0,35000.0,17500.0
THE BOTTLE SHOP,MIDDLEBORO (CENSUS NAME MIDDLE,MA,2346,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,1,1,0,44,Feb,0,5000.0,1,0.0,5000.0,2500.0
BTL CORPORATION,NORTH PEMBROKE,MA,2358,ROCKLAND TRUST COMPANY,MA,84,5,1,0,0,0,0,1,0,May,0,60000.0,1,0.0,60000.0,48000.0
DEPENDABLE PETROLUEM EQUIPMENT,PEMBROKE (PEMBROKE CENTER),MA,2359,CITIZENS BANK NATL ASSOC,MA,84,1,0,0,1,1,1,0,42,Aug,0,51739.0,1,0.0,30000.0,15000.0
MY GYM,KINGSTON (CENSUS NAME FOR KING,MA,2364,ROCKLAND TRUST COMPANY,MA,12,1,1,4,2,1,1,0,71,Jan,1,79000.0,1,0.0,50000.0,25000.0
THE MASSACHUSETTS WHOLESALE CO,KINGSTON (CENSUS NAME FOR KING,MA,2364,BANK OF AMERICA NATL ASSOC,RI,36,1,0,0,1,1,1,0,42,Mar,0,25000.0,1,0.0,25000.0,12500.0
MAISON DU JOUR,SOUTH EASTON,MA,2375,BANK OF AMERICA NATL ASSOC,RI,19,1,1,1,0,0,1,0,0,Nov,0,103439.0,1,0.0,100000.0,50000.0
Samantha Fisher dba Fairy Tale,WEST BRIDGEWATER,MA,2379,SANTANDER BANK NATL ASSOC,DE,60,1,1,0,1,1,0,0,44,Jul,0,15000.0,1,0.0,15000.0,7500.0
SAVILL HARDWARE AND BUILDING,WHITMAN,MA,2382,SANTANDER BANK NATL ASSOC,MA,120,3,1,0,0,0,0,1,44,Dec,0,72000.0,1,0.0,72000.0,57600.0
HUDSON ENERGY GROUP,WALTHAM,MA,2453,CITIZENS BANK NATL ASSOC,MA,84,2,0,0,2,1,1,0,54,Sep,0,5000.0,1,0.0,5000.0,2500.0
FAIRMONT SONS LLC,WALTHAM,MA,2453,CITIZENS BANK NATL ASSOC,RI,84,7,0,1,8,1,1,0,31,Feb,0,41289.0,1,0.0,30000.0,15000.0
DEMEO REAL ESTATE INC,NEWTON,MA,2458,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,6,1,1,0,53,May,0,57100.0,1,0.0,35000.0,17500.0
LAMSON ENGINEERING CORPORATION,NEWTON,MA,2460,CITIZENS BANK NATL ASSOC,MA,84,5,0,1,5,1,1,0,54,Sep,0,5000.0,1,0.0,5000.0,2500.0
MICHELE RATTE FABRIC DESIGN,WEST TISBURY,MA,2575,SOVEREIGN BANK,MA,48,5,0,0,0,0,0,0,31,Jul,0,50000.0,1,0.0,50000.0,45000.0
CHERRYBROOK,HYANNIS,MA,2601,"TD BANK, NATIONAL ASSOCIATION",MA,84,2,1,0,0,0,0,0,0,Sep,0,50000.0,1,0.0,50000.0,40000.0
PHILBROOK ENGINEERING,DENNIS,MA,2638,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Jan,0,192089.0,1,0.0,50000.0,25000.0
THE SPECTRUM OF AMER ARTISTS,WEST BREWSTER,MA,2641,"TD BANK, NATIONAL ASSOCIATION",MA,84,1,0,0,0,0,0,0,0,Feb,0,165000.0,1,0.0,165000.0,132000.0
CAPE COD AQUATICS,ORLEANS,MA,2653,CITIZENS BANK NATL ASSOC,MA,84,1,0,0,1,1,1,0,71,May,0,15100.0,1,0.0,15000.0,7500.0
LICATA'S RESTAURANT,PROVINCETOWN,MA,2657,BAY COLONY DEVEL CORP,MA,240,4,1,21,4,1,0,0,71,Jun,0,403000.0,1,0.0,403000.0,403000.0
KELTIC KITCHEN,WEST YARMOUTH,MA,2673,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,72,May,0,75908.0,1,0.0,50000.0,25000.0
Gary H. Ralston dba Bricasso,Yarmouthport,MA,2675,"TD BANK, NATIONAL ASSOCIATION",DE,12,1,0,0,1,1,1,0,56,Oct,0,21208.0,0,4831.0,8000.0,4000.0
CAROUSEL SKATING CENTER,FAIRHAVEN,MA,2719,WEBSTER BANK NATL ASSOC,MA,180,7,0,0,0,1,0,0,0,Mar,0,315000.0,1,0.0,315000.0,236250.0
"CUSTOMER RETENTION SYSTEMS, IN",FALL RIVER,MA,2722,CAPITAL ONE NATL ASSOC,VA,42,4,0,0,0,1,0,0,56,Nov,0,50000.0,0,36565.0,50000.0,25000.0
"Silva Built Construction, Inc",FALL RIVER,MA,2724,BANKFIVE,MA,91,1,1,0,1,1,0,0,23,Sep,0,31500.0,1,0.0,31500.0,15750.0
"J&J VanGyzen, Inc.",SOMERSET,MA,2725,MECHANICS COOPERATIVE BANK,MA,60,2,0,1,0,2,0,0,44,Jun,0,30000.0,1,0.0,30000.0,15000.0
COUNSELING COLLABORATIVE,BARRINGTON,RI,2806,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,1,0,62,Mar,0,19581.0,1,0.0,5000.0,2500.0
"Cordless Sign Solutions, Inc.",EAST GREENWICH,RI,2818,CITIZENS BANK NATL ASSOC,RI,20,1,0,0,1,1,1,0,31,Feb,0,12500.0,0,4850.0,10000.0,5000.0
"HEALTHDESIGN, INC.",JAMESTOWN,RI,2835,CITIZENS BANK NATL ASSOC,RI,66,6,1,0,0,0,0,1,0,May,0,100000.0,1,0.0,100000.0,80000.0
NEW ENGLAND TONER SERVICE,MIDDLETOWN,RI,2842,SAVINGS INST. BK & TR CO,RI,120,3,0,0,0,0,0,0,44,Jul,0,60800.0,1,0.0,60800.0,54720.0
JORDAN FOODS DBA GREGG'S RESTA,NO. KINGSTOWN,RI,2852,OCEAN ST. BUS. DEVEL AUTHORITY,RI,240,1,1,57,0,0,0,0,0,Aug,0,408000.0,1,0.0,408000.0,408000.0
Frederick H Capozzoli DBA Capo,PASCOAG,RI,2859,BANK OF AMERICA NATL ASSOC,RI,36,1,1,0,0,1,1,0,23,Sep,0,25000.0,1,0.0,25000.0,12500.0
BARCLAY TRANSPORTATION INC,PAWTUCKET,RI,2860,CITIZENS BANK NATL ASSOC,MA,26,1,0,0,1,1,1,0,48,Nov,0,35000.0,0,34754.0,35000.0,17500.0
"S&A PARAMOUNT PRINTING, INC.",LINCOLN,RI,2865,UPS CAPITAL BUSINESS CREDIT,CT,120,55,0,0,0,0,0,0,0,Mar,0,650000.0,1,0.0,650000.0,487500.0
BEST OF ALL TIMES LTD,PORTSMOUTH,RI,2871,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,2,1,0,81,Jan,0,5000.0,1,0.0,5000.0,2500.0
F/V DANICIA K,SAUNDERSTOWN,RI,2874,CITIZENS BANK NATL ASSOC,RI,84,4,1,0,0,0,0,0,11,Feb,0,200000.0,1,0.0,200000.0,150000.0
MELISSA A GAMA DBA PERFECT TOU,WAKEFIELD,RI,2879,CITIZENS BANK NATL ASSOC,RI,60,2,0,2,4,1,0,0,81,Nov,0,65000.0,1,0.0,65000.0,32500.0
LAW OFFICE OF MICHAEL CAHILL J,WEST BRIDGEWATER,RI,2879,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,May,0,220069.0,1,0.0,50000.0,25000.0
MAIN STREET FOODS AND BAKERY,WAKEFIELD,RI,2879,WASHINGTON TR CO OF WESTERLY,RI,82,4,0,0,0,0,0,1,0,May,0,45000.0,1,0.0,45000.0,36000.0
KINGSTON CLEANERS INC,PEACE DALE (ALTERNATE NAME PEA,RI,2883,CITIZENS BANK NATL ASSOC,RI,83,8,0,0,8,1,1,0,81,Jan,0,32104.0,1,0.0,25000.0,12500.0
INTERNATIONAL MARINE REPAIRS I,WARREN,RI,2885,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,2,1,0,48,Dec,0,13317.0,1,0.0,5000.0,2500.0
FIREPLACE FRONTS LLC,WARWICK (RR NAME APPONAUG),RI,2888,BANK OF AMERICA NATL ASSOC,RI,48,5,0,1,5,1,1,0,0,Jan,0,68560.0,1,0.0,25000.0,12500.0
NAUTILUS DEVELOPMENT CORPORATI,WARWICK,RI,2889,BANK OF AMERICA NATL ASSOC,NC,12,1,0,0,0,0,1,0,0,Jun,0,20000.0,1,0.0,20000.0,10000.0
ROCCO'S AUTO REPAIR INC,WESTERLY (CENSUS NAME WESTERLY,RI,2891,BANK OF AMERICA NATL ASSOC,RI,48,4,0,4,4,1,1,0,81,Feb,0,84637.0,1,0.0,60000.0,30000.0
"AUTO SALVAGE TECHNOLOGIES, INC",WOONSOCKET,RI,2895,BANK RHODE ISLAND,RI,84,1,1,0,0,2,0,0,81,Jul,0,170000.0,1,0.0,170000.0,127500.0
EASTERN RESINS CORP,WOONSOCKET,RI,2895,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,5,1,1,0,31,Dec,0,111149.0,1,0.0,75000.0,37500.0
H&H MACHINE & TOOL COMPANY,WOONSOCKET,RI,2895,WEBSTER BANK NATL ASSOC,MA,120,31,0,0,0,0,0,0,0,Apr,0,320000.0,1,0.0,320000.0,256000.0
LIL GENERAL CONVENIENCE STORE,N. SMITHFIELD,RI,2896,BANK OF AMERICA NATL ASSOC,MA,84,5,0,0,0,2,0,0,44,Feb,1,126000.0,1,0.0,126000.0,94500.0
ROSSI'S COLD CUTS & SAUSAGE SH,NORTH PROVIDENCE,RI,2911,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,0,Feb,0,57668.0,1,0.0,20000.0,10000.0
PADMA BALASUBRAMANIAN MD,EAST PROVIDENCE,RI,2914,BANK RHODE ISLAND,RI,24,2,1,0,2,1,1,0,62,Jan,0,50000.0,1,0.0,50000.0,25000.0
DBE Inc dba On The Edge,RUMFORD,RI,2916,BANK OF AMERICA NATL ASSOC,NC,12,8,0,2,10,2,0,0,44,Jan,0,50000.0,0,18330.0,50000.0,25000.0
"A & M Counsulting, Inc.",JOHNSTON,RI,2919,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,0,0,92,Jun,0,7505.0,1,0.0,10000.0,5000.0
Studio B-A Salon and Beauty Bo,Cranston,RI,2920,COASTWAY COMMUNITY BANK,RI,36,3,1,0,3,1,0,0,81,Apr,0,10000.0,1,0.0,10000.0,5000.0
OVO MOVING & STORAGE INC,CRANSTON,RI,2920,WASHINGTON TR CO OF WESTERLY,RI,60,8,0,0,8,1,1,0,48,May,0,80000.0,1,0.0,50000.0,25000.0
"JACQUES FLOWER SHOP, INC.",GOFFSTOWN,NH,3045,GRANITE ST. ECONOMIC DEVEL COR,NH,240,24,0,0,24,0,0,0,44,Sep,0,136000.0,1,0.0,136000.0,136000.0
"MCCABE SOFTWARE, INC.",MASON,NH,3048,"OCEAN BANK, A DIVISION OF",NH,60,2,0,0,0,0,0,1,54,Jun,0,30000.0,1,0.0,30000.0,27000.0
DOPP AND DOPP ASSOCIATES INC,HUDSON,NH,3051,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,May,0,95750.0,1,0.0,35000.0,17500.0
THE PRIDEWELL GROUP INC,LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,NH,42,4,0,0,4,1,1,0,54,Mar,0,35000.0,0,34680.0,35000.0,17500.0
CEU-ONLINE INCORPORATED,LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,NH,84,10,0,0,10,1,1,0,61,Oct,0,125000.0,1,0.0,125000.0,62500.0
"MICROMETRICS, INC.",LONDONDERRY,NH,3053,GRANITE ST. ECONOMIC DEVEL COR,NH,240,20,0,0,20,0,0,0,31,Dec,0,279000.0,1,0.0,279000.0,279000.0
CARE PLUS EMERGENCY AMBULANCE,HILLSBOROUGH,NH,3054,CITIZENS BANK NATL ASSOC,RI,84,65,0,20,65,1,1,0,48,Sep,0,171162.0,1,0.0,75000.0,37500.0
THIS OLD STUFF,MILFORD,NH,3055,GRANITE ST. ECONOMIC DEVEL COR,NH,240,12,0,4,8,0,0,0,0,Apr,0,133000.0,1,0.0,133000.0,133000.0
"LAFONTAINE DRYWALL, L.L.C.",NASHUA,NH,3060,CITIZENS BANK NATL ASSOC,RI,42,2,0,0,2,1,0,0,81,Oct,0,73446.0,0,73446.0,75000.0,37500.0
"HOME FLOORING & DESIGNS, INC.",NASHUA,NH,3061,CITIZENS BANK NATL ASSOC,NH,85,8,1,0,0,0,0,1,44,Oct,0,68000.0,1,0.0,68000.0,54400.0
RENO'S AUTO BODY,NASHUA,NH,3062,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,81,Jul,0,84298.0,1,0.0,50000.0,25000.0
"New Horizons Communications, I",NASHUA,NH,3063,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,1,1,0,23,Mar,0,15000.0,1,0.0,15000.0,7500.0
