State,Bank,BankState,Term,NoEmp,NewExist,CreateJob,UrbanRural,RevLineCr,LowDoc,Sector,IsFranchise,clean_DisbursementGross,MIS_Status,clean_GrAppv
IL,LOANS FROM UNIDENTIFIED LENDER,DC,84,20,1,0,0,0,0,0,0,550000.0,0,550000.0
IL,"PNC BANK, NATIONAL ASSOCIATION",DE,43,4,0,4,1,1,0,42,0,10000.0,0,10000.0
IL,"PNC BANK, NATIONAL ASSOCIATION",DE,33,1,1,0,2,1,0,42,0,45658.0,0,20000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,10,0,0,1,1,0,44,0,262156.0,1,100000.0
IL,CITIZENS BANK NATL ASSOC,RI,55,3,0,1,1,0,0,48,0,99138.0,0,100000.0
IL,OLD NATIONAL BANK,IL,60,17,0,0,2,0,0,42,0,500000.0,1,500000.0
IL,ROCKFORD LOCAL DEVEL CORP,IL,240,608,0,158,0,0,0,0,0,750000.0,1,750000.0
IL,ROCKFORD BK & TR CO,IL,120,7,0,1,1,0,0,31,0,120000.0,1,120000.0
IL,NORTHWEST BANK & TRUST COMPANY,IA,60,1,0,0,1,0,0,51,0,10000.0,1,10000.0
IL,U.S. BANK NATIONAL ASSOCIATION,IA,84,3,1,0,0,0,1,0,0,60000.0,1,60000.0
IL,COMMUNITY BK & TR CO,IA,84,1,0,0,0,0,0,42,0,29000.0,1,29000.0
IL,NORTHWEST BANK & TRUST COMPANY,IA,60,30,0,1,1,0,0,56,0,25000.0,1,25000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,225,4,1,0,0,0,0,81,0,544000.0,1,544000.0
IL,FIRST SECURITY BANK,IL,96,2,1,0,0,0,1,0,0,23500.0,1,23500.0
IL,"PNC BANK, NATIONAL ASSOCIATION",DE,87,24,0,0,1,0,0,81,0,150000.0,1,150000.0
IL,BUSEY BANK,IL,246,4,1,0,1,0,0,23,0,96000.0,1,96000.0
IL,1ST NATL BK IN STAUNTON,IL,57,1,1,0,0,0,0,0,0,20000.0,1,20000.0
IL,U.S. BANK NATIONAL ASSOCIATION,OH,60,1,1,0,1,0,0,23,0,12600.0,1,12600.0
IL,FARMERS STATE BANK OF HOFFMAN,IL,48,26,0,0,1,1,0,44,0,154213.0,1,100000.0
IL,SMALL BUS. GROWTH CORP,IL,240,38,0,0,0,0,0,0,0,332000.0,1,393000.0
IL,FIRST NATL BK OF WATERLOO,IL,240,10,0,0,1,0,0,62,0,240000.0,1,240000.0
IL,ASSOCIATED BANK NATL ASSOC,WI,180,2,1,0,2,0,0,23,0,25400.0,1,25400.0
WI,COMMUNITY FIRST CU,WI,48,0,1,1,2,0,0,44,0,20000.0,1,20000.0
WI,THE PARK BANK,WI,84,2,0,1,1,1,0,51,0,50000.0,1,50000.0
WI,CORNERSTONE COMMUNITY BANK,WI,11,44,1,0,2,0,0,44,0,450000.0,1,450000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,9,0,5,0,0,0,0,0,126000.0,1,126000.0
MN,MERCHANTS BANK NATL ASSOC,MN,238,7,0,0,0,0,0,62,0,485000.0,1,485000.0
MN,LAKE ELMO BANK,MN,84,13,0,0,0,0,0,54,0,132000.0,1,132000.0
MN,STEARNS BK NATL ASSOC,MN,37,1,0,0,0,0,0,0,0,119425.0,1,119425.0
MN,HIGHLAND BANK,MN,60,3,0,0,0,0,1,0,0,25000.0,1,25000.0
MN,PEOPLES NATIONAL BANK OF MORA,MN,12,2,1,6,2,1,0,48,0,104520.0,1,100000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,3,0,1,0,0,0,54,0,99000.0,1,99000.0
MN,WELLS FARGO BANK NATL ASSOC,SD,100,4,0,0,0,0,1,44,0,35000.0,1,35000.0
MN,ASSOCIATED BANK NATL ASSOC,WI,60,38,0,0,1,0,0,81,0,50800.0,1,50800.0
MN,BNC NATIONAL BANK,MN,66,18,0,0,0,0,1,0,0,100000.0,1,100000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,4,0,0,1,1,0,23,0,37682.0,1,15000.0
MN,LANDMARK COMMUN BANK NATL ASSO,MN,84,4,1,5,1,1,0,23,0,443563.0,1,100000.0
MN,ANCHOR BANK NATL ASSOC,MN,120,17,0,0,1,0,0,53,0,175000.0,1,175000.0
MN,SUNRISE BANKS NATL ASSOC,MN,59,8,1,0,0,0,1,44,0,90000.0,1,90000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,31,0,7,0,0,0,31,0,477000.0,1,477000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,0,0,1,1,0,23,0,38933.0,0,13000.0
MN,BBCN BANK,CA,60,4,1,2,1,0,0,44,0,15000.0,0,15000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,55,0,0,1,1,0,61,0,108974.0,1,25000.0
MN,CAPITAL ONE NATL ASSOC,VA,84,1,0,0,1,0,0,54,0,50000.0,1,50000.0
MN,"ANCHORBANK, FSB",WI,120,3,0,0,2,0,0,61,0,350000.0,1,350000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,4,0,1,2,1,0,23,0,76847.0,1,40000.0
MN,ANCHOR BANK NATL ASSOC,MN,84,4,0,1,1,1,0,23,0,308871.0,1,200000.0
MN,BBCN BANK,CA,57,1,1,1,1,0,0,53,0,25000.0,0,25000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,24,0,37,0,0,0,54,0,750000.0,1,750000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,11,0,5,0,0,0,0,0,396000.0,1,396000.0
MN,MINNESOTA BUS. FINAN CORP,MN,240,17,0,0,2,0,0,44,0,584000.0,1,584000.0
MN,AMER NATL BK - MINNESOTA,MN,96,6,0,0,2,0,0,81,0,109000.0,1,109000.0
MN,GATEWAY BANK,MN,60,3,0,0,1,0,0,23,0,29000.0,1,29000.0
MN,ASSOCIATED BANK NATL ASSOC,MN,12,3,0,0,0,1,0,42,0,500000.0,1,500000.0
MN,WELLS FARGO BANK NATL ASSOC,SD,23,1,0,1,1,1,0,23,0,57946.0,0,20000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,180,7,0,0,0,0,0,0,0,225000.0,1,225000.0
MN,BREMER BANK NATL ASSOC,MN,12,3,0,0,2,1,0,42,0,833333.0,1,833333.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,9,60,0,0,1,1,0,52,0,215003.0,0,25000.0
MN,MINNESOTA BUS. FINAN CORP,MN,240,1,0,0,0,0,0,0,0,312000.0,1,329364.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,15,0,22,0,0,0,0,0,174000.0,1,174000.0
MN,TWIN CITIES-METRO CERT. DEVEL,MN,240,9,0,4,0,0,0,44,0,332000.0,1,332000.0
MN,WELLS FARGO BANK NATL ASSOC,MN,84,9,0,0,1,0,1,0,0,65000.0,1,65000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,11,0,0,1,1,0,23,0,83789.0,1,50000.0
MN,ASSOCIATED BANK NATL ASSOC,WI,48,0,1,0,1,1,0,23,0,74914.0,0,50000.0
MN,FIDELITY BANK,MN,35,7,0,0,1,1,0,54,0,125170.0,1,75000.0
MN,SUNRISE BANKS NATL ASSOC,MN,120,20,0,0,1,0,0,31,0,980000.0,1,980000.0
MN,ASSOCIATED BANK NATL ASSOC,WI,62,2,0,0,1,1,0,44,0,75786.0,0,50000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,0,0,1,1,0,23,0,177493.0,1,50000.0
MN,ASSOCIATED BANK NATL ASSOC,MN,12,12,0,0,0,0,0,48,0,730719.0,1,750000.0
MN,SUNRISE BANKS NATL ASSOC,MN,120,2,1,4,1,0,0,61,0,200000.0,1,200000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,4,17,0,2,1,1,0,44,0,91672.0,0,35000.0
MN,ANCHOR BANK NATL ASSOC,MN,300,4,1,0,1,0,0,23,0,315000.0,1,315000.0
MN,BMO HARRIS BK NATL ASSOC,IL,12,10,1,0,1,1,0,31,0,653000.0,0,200000.0
MN,U.S. BANK NATIONAL ASSOCIATION,CA,240,4,0,0,1,0,0,72,0,22700.0,1,37000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,8,0,8,1,0,0,72,0,53100.0,1,53100.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,60,7,1,0,0,0,0,0,0,71161.0,1,200000.0
MN,FIDELITY BANK,MN,84,1,1,0,0,0,1,0,0,50000.0,1,50000.0
MN,WOODLANDS NATIONAL BANK,MN,72,5,1,0,1,0,0,61,0,60000.0,1,60000.0
MN,WELLS FARGO BANK NATL ASSOC,CA,36,2,0,0,1,1,0,53,0,111381.0,1,70000.0
MN,VENTURE BANK,MN,12,110,0,0,1,1,0,31,0,750000.0,1,750000.0
MN,WELLS FARGO BANK NATL ASSOC,MN,55,4,0,0,0,0,1,62,0,65000.0,1,65000.0
MN,SECURITY STATE BANK OF AITKIN,MN,84,5,1,0,2,0,1,72,0,120000.0,1,120000.0
MN,MINNESOTA BUS. FINAN CORP,MN,240,2,0,2,0,0,0,0,1,644000.0,1,644000.0
MN,BOUNDARY WATERS BANK,MN,121,2,0,0,2,0,0,11,0,95000.0,1,95000.0
MN,CAPITAL ONE NATL ASSOC,VA,66,6,0,0,2,1,0,31,0,70207.0,0,50000.0
MN,"FIRSTMERIT BANK, N.A.",WI,175,5,0,0,0,0,0,44,0,174000.0,1,174000.0
MN,WELLS FARGO BANK NATL ASSOC,MN,84,7,0,0,1,0,0,0,0,107100.0,1,125250.0
MN,HOME FEDERAL SAVINGS BANK,MN,120,8,1,0,1,0,0,44,0,259500.0,1,259500.0
MN,HOME FEDERAL SAVINGS BANK,MN,123,2,1,13,1,0,0,72,0,243000.0,1,243000.0
MN,U.S. BANK NATIONAL ASSOCIATION,OH,67,3,1,6,2,1,0,23,0,72992.0,0,50000.0
MN,UNITED PRAIRIE BANK,MN,60,70,1,70,1,0,0,72,1,65000.0,1,65000.0
MN,COMMUNITY BANK MANKATO,MN,120,3,0,0,2,0,0,81,0,169000.0,1,169000.0
MN,KLEINBANK,MN,94,50,0,0,0,0,0,31,0,550000.0,1,550000.0
MN,FRANDSEN BANK & TRUST,MN,236,5,1,0,0,0,0,71,0,700000.0,1,700000.0
MN,FIRST SECURITY BANK-SLEEPY EYE,MN,180,1,0,0,0,0,0,81,0,61600.0,1,61600.0
MN,PRAIRIELAND ECONOMIC DEVEL COR,MN,240,13,1,13,0,0,0,0,1,334000.0,1,334000.0
MN,ORMSBY STATE BANK,MN,30,3,1,0,2,0,1,72,0,46000.0,0,46000.0
MN,TRIUMPH STATE BANK,MN,120,2,1,0,0,0,0,0,0,50000.0,1,50000.0
MN,HERITAGE BANK NATL ASSOC,MN,79,23,0,0,0,0,0,0,1,154000.0,1,154000.0
MN,CITIZENS ALLIANCE BANK,MN,238,1,1,0,0,0,0,0,0,535000.0,1,535000.0
MN,STEARNS BK NATL ASSOC,MN,60,15,0,15,2,1,0,0,1,20000.0,1,20000.0
MN,UNITED PRAIRIE BANK,MN,38,5,1,5,2,0,0,31,0,15000.0,1,15000.0
MN,MINNESOTA BUS. FINAN CORP,MN,240,16,0,2,0,0,0,71,0,460000.0,1,460000.0
MN,STEARNS BK NATL ASSOC,MN,47,8,0,0,2,1,0,0,0,25000.0,1,25000.0
MN,BANKVISTA,MN,72,8,0,0,2,1,0,44,0,100000.0,1,100000.0
MN,BREMER BANK NATL ASSOC,MN,84,48,0,0,1,1,0,31,0,1456185.0,1,700000.0
MN,WELLS FARGO BANK NATL ASSOC,MN,240,16,0,0,0,0,0,44,0,273000.0,1,273000.0
MN,DACOTAH BANK,SD,6,30,1,0,1,0,0,31,0,57000.0,1,57000.0
MN,WELLS FARGO BANK NATL ASSOC,SD,84,12,0,3,2,1,0,44,0,90312.0,1,90000.0
MN,CIT. NATL BK OF PK RAPIDS,MN,3,18,0,2,1,1,0,31,0,75000.0,1,75000.0
MN,MINNESOTA BUS. FINAN CORP,MN,240,17,0,0,2,0,0,72,0,163000.0,1,163000.0
MN,BANK OF THE WEST,MN,56,4,0,0,0,0,1,81,0,60000.0,1,60000.0
MN,UNITY BANK NORTH,MN,84,3,0,0,0,0,1,44,0,45000.0,1,45000.0
MN,STATE BANK OF HAWLEY,MN,82,3,0,0,0,0,1,0,0,80000.0,1,80000.0
MN,RED RIVER STATE BANK,MN,115,2,1,0,0,0,1,0,0,22000.0,1,22000.0
MN,AMERICAN STATE BANK OF ERSKINE,MN,84,5,0,0,0,0,1,0,0,25000.0,1,25000.0
MN,UNITED VALLEY BANK,MN,180,3,1,0,0,0,1,0,0,58500.0,1,58500.0
MN,BORDER STATE BANK,MN,240,1,0,0,0,0,0,0,1,1000000.0,1,1000000.0
SD,GREAT WESTERN BANK,SD,84,14,0,0,2,0,0,44,0,290000.0,1,290000.0
SD,FIRST BANK & TRUST,SD,72,21,0,0,0,0,1,44,0,65000.0,1,65000.0
SD,U.S. BANK NATIONAL ASSOCIATION,OH,120,4,0,0,0,0,0,0,0,35000.0,1,35000.0
SD,FIRST DAKOTA NATIONAL BANK,SD,60,1,1,0,0,0,1,0,0,10800.0,1,10800.0
SD,VALLEY EXCHANGE BANK,SD,180,3,1,0,0,0,0,81,0,110000.0,1,110000.0
SD,U.S. BANK NATIONAL ASSOCIATION,OH,180,1,0,0,0,0,0,81,0,40000.0,1,40000.0
SD,1ST NATL BK IN SIOUX FALLS,SD,60,1,1,0,0,0,1,0,0,6500.0,1,6500.0
SD,1ST NATL BK IN SIOUX FALLS,SD,84,3,0,0,0,0,1,81,0,35000.0,1,35000.0
SD,GREAT WESTERN BANK,SD,39,6,1,0,1,0,0,44,0,42000.0,0,42000.0
SD,1ST NATL BK IN SIOUX FALLS,SD,49,2,1,0,0,0,1,0,0,20000.0,0,20000.0
SD,FIRST PREMIER BANK,SD,240,7,1,0,0,0,0,62,0,200000.0,1,200000.0
SD,GREAT WESTERN BANK,SD,60,2,0,0,1,0,0,31,1,10000.0,1,10000.0
TN,CORTRUST BK NATL ASSOC,SD,73,2,0,0,2,0,0,44,0,35000.0,1,35000.0
SD,"BANKWEST, INC",SD,72,3,0,0,0,0,0,0,0,255330.0,1,255330.0
SD,"BANKWEST, INC",SD,84,1,0,0,0,0,0,0,0,44200.0,1,44200.0
SD,FIRST NATIONAL BANK IN PHILIP,SD,120,3,1,0,0,0,0,31,0,31940.0,1,40000.0
SD,FIRST INTERSTATE BANK,SD,180,4,0,0,0,0,0,0,0,94000.0,1,94000.0
SD,FIRST WESTERN FED. SAVINGS BK,SD,84,2,0,0,0,0,0,0,0,16000.0,1,16000.0
ND,PEOPLES STATE BANK,ND,180,30,0,0,2,0,0,0,0,550000.0,1,550000.0
ND,BANK FORWARD,ND,12,10,0,2,2,1,0,23,0,638654.0,1,300000.0
ND,DAKOTA CERT. DEVEL CO,ND,240,5,0,1,2,0,0,62,0,96000.0,1,96000.0
ND,DAKOTA CERT. DEVEL CO,ND,120,65,1,65,0,0,0,0,0,500000.0,1,500000.0
ND,BREMER BANK NATL ASSOC,ND,84,2,0,0,1,0,0,62,0,20000.0,1,20000.0
ND,WELLS FARGO BANK NATL ASSOC,ND,84,12,0,0,0,0,0,0,0,300000.0,1,300000.0
ND,WELLS FARGO BANK NATL ASSOC,ND,84,10,0,0,0,0,0,0,0,100000.0,1,100000.0
ND,FRANDSEN BANK & TRUST,ND,84,1,0,0,0,0,0,81,0,36000.0,1,36000.0
ND,CHOICE FINANCIAL GROUP,ND,6,8,0,0,2,1,0,44,0,25000.0,1,50000.0
ND,FARMERS & MERCHANTS BK OF NO.,ND,12,5,0,0,2,0,0,11,0,350000.0,1,350000.0
ND,SECURITY STATE BANK,ND,120,2,0,0,0,0,1,0,0,25000.0,1,25000.0
ND,KIRKWOOD BANK AND TRUST CO,ND,60,24,0,0,0,0,0,56,0,170000.0,1,170000.0
ND,DAKOTA CERT. DEVEL CO,ND,240,4,0,2,0,0,0,44,0,127000.0,1,127000.0
ND,WELLS FARGO BANK NATL ASSOC,ND,180,2,0,0,0,0,0,0,0,37000.0,1,37000.0
ND,STARION FINANCIAL,ND,12,2,1,2,1,1,0,48,1,44870.0,1,30000.0
ND,BREMER BANK NATL ASSOC,ND,36,20,0,0,0,0,0,0,0,17000.0,1,17000.0
ND,WELLS FARGO BANK NATL ASSOC,ND,84,25,0,0,0,0,0,23,0,75000.0,1,75000.0
ND,DAKOTA CERT. DEVEL CO,ND,240,10,0,0,1,0,0,11,0,1133000.0,1,1133000.0
ND,BREMER BANK NATL ASSOC,ND,12,5,0,0,0,0,0,23,0,150000.0,1,150000.0
MT,YELLOWSTONE BANK,MT,84,5,0,0,2,0,0,0,0,40000.0,1,40000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,42,2,0,0,0,0,0,31,0,21000.0,1,21000.0
MT,STOCKMAN BANK OF MONTANA,MT,60,2,1,4,2,0,0,21,0,40000.0,1,40000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,12,4,0,0,1,0,0,0,0,28000.0,1,28000.0
MT,FIRST INTERSTATE BANK,MT,213,3,0,0,0,0,0,0,0,130000.0,1,130000.0
MT,YELLOWSTONE BANK,MT,12,4,0,0,1,1,0,42,0,75000.0,1,75000.0
MT,STOCKMAN BANK OF MONTANA,MT,120,3,1,0,1,0,0,62,0,320000.0,1,320000.0
MT,STOCKMAN BANK OF MONTANA,MT,180,2,0,0,0,0,0,0,0,90000.0,1,90000.0
MT,U.S. BANK NATIONAL ASSOCIATION,OH,168,13,0,0,0,0,0,44,0,104000.0,1,104000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,12,4,0,0,0,1,0,44,0,75000.0,1,75000.0
MT,FIRST STATE BANK OF FORSYTH,MT,297,61,0,0,0,0,0,0,0,1500000.0,1,1500000.0
MT,INDEPENDENCE BANK,MT,84,1,0,0,0,0,1,44,0,25000.0,1,25000.0
MT,INDEPENDENCE BANK,MT,84,4,0,0,0,0,1,44,0,24000.0,1,24000.0
MT,FIRST SECURITY BK OF MISSOULA,MT,180,28,0,0,0,0,0,44,0,525000.0,1,525000.0
MT,STATE BK & TR CO A DIVISION OF,MT,60,14,0,0,0,0,0,54,0,145000.0,1,145000.0
MT,VALLEY BK OF HELENA A DIVISION,MT,84,8,1,0,0,0,0,0,0,93000.0,1,93000.0
MT,U.S. BANK NATIONAL ASSOCIATION,MT,36,15,0,0,0,0,0,23,0,50000.0,1,50000.0
MT,STOCKMAN BANK OF MONTANA,MT,84,3,1,0,2,0,0,44,0,204500.0,1,204500.0
MT,FIRST CITIZENS BANK OF BUTTE,MT,120,10,0,8,2,0,0,56,0,1569700.0,1,1606000.0
MT,FIRST CITIZENS BANK OF BUTTE,MT,84,9,0,0,0,0,0,23,0,63700.0,1,63700.0
MT,MONTANA COMMUN FINAN CORP,MT,240,13,0,8,0,0,0,0,0,153000.0,1,153000.0
MT,WELLS FARGO BANK NATL ASSOC,CA,48,1,0,0,2,1,0,52,0,16451.0,1,25000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,84,15,1,0,0,0,0,0,0,297500.0,1,297500.0
MT,BIG SKY WESTERN BANK A DIVISIO,MT,78,1,0,0,2,0,0,31,0,35000.0,1,35000.0
MT,FIRST INTERSTATE BANK,MT,53,2,0,0,2,0,0,54,0,35000.0,0,35000.0
MT,ROCKY MOUNTAIN BANK,MT,156,2,0,0,0,0,0,0,0,75000.0,1,75000.0
MT,FIRST SECURITY BANK,MT,168,1,0,0,0,0,1,72,0,50000.0,1,50000.0
MT,"COMMUNITY BANK, INC.",MT,120,2,1,0,0,0,1,81,0,66000.0,1,66000.0
MT,FIRST INTERSTATE BANK,MT,9,4,0,0,0,0,0,0,0,85000.0,1,85000.0
MT,FIRST SECURITY BK OF MISSOULA,MT,144,27,0,0,0,0,0,0,0,240000.0,1,240000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,48,3,1,0,0,0,1,0,0,50000.0,1,50000.0
MT,FIRST CIT. BK OF POLSON NATL A,MT,84,2,1,0,0,0,1,23,0,50000.0,1,50000.0
MT,MOUNTAIN W. BANK NATL ASSOC,MT,84,4,0,0,0,0,1,23,0,25000.0,1,25000.0
MT,WELLS FARGO BANK NATL ASSOC,MT,12,3,1,0,0,1,0,44,0,150000.0,1,150000.0
MT,FLATHEAD BANK OF BIGFORK,MT,180,2,1,0,2,0,0,53,0,475000.0,1,475000.0
MT,FLATHEAD BANK OF BIGFORK,MT,84,4,0,0,0,0,1,0,0,62000.0,1,62000.0
MT,FIRST INTERSTATE BANK,MT,182,3,0,0,0,0,0,72,0,89000.0,1,89000.0
MN,BREMER BANK NATL ASSOC,MN,180,16,0,0,0,0,0,0,0,168750.0,1,168750.0
IL,CITIZENS BANK NATL ASSOC,RI,51,3,0,0,1,0,0,54,0,10000.0,0,10000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,35,3,0,1,1,1,0,48,0,115113.0,0,25000.0
IL,NORTH COMMUNITY BANK,IL,64,3,0,0,0,0,1,0,0,40000.0,1,40000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,0,0,1,1,0,44,0,111862.0,1,50000.0
IL,"PNC BANK, NATIONAL ASSOCIATION",DE,42,3,1,1,2,1,0,44,0,38661.0,0,25000.0
IL,"SUPERIOR FINANCIAL GROUP, LLC",CA,120,1,0,0,1,0,0,62,0,12500.0,1,12500.0
CA,"SOMERCOR 504, INC.",IL,240,10,0,5,1,0,0,62,0,156000.0,1,156000.0
IL,"CITIBANK, N.A.",SD,300,3,0,0,0,0,0,0,0,335000.0,1,335000.0
IL,"PNC BANK, NATIONAL ASSOCIATION",DE,84,2,1,0,2,1,0,44,0,221808.0,1,50000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,74,6,0,3,1,1,0,42,0,25000.0,0,25000.0
IL,GLENVIEW STATE BANK,IL,9,12,0,0,0,0,0,23,0,169000.0,1,270000.0
IL,CITIZENS BANK NATL ASSOC,RI,43,4,1,0,1,1,0,54,0,70000.0,0,70000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,58,4,0,0,1,1,0,23,0,31341.0,0,10000.0
IL,UNION NATIONAL BANK,IL,60,1,0,0,0,0,1,0,0,25000.0,1,25000.0
IL,AMERICAN METRO BANK,IL,180,9,1,0,1,0,0,72,0,300000.0,1,300000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,1,0,54,0,25150.0,1,25000.0
IL,BANCO POPULAR NORTH AMERICA,NY,48,12,0,4,1,0,0,48,0,20000.0,1,20000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,12,19,0,0,0,0,0,31,0,325000.0,1,325000.0
IL,CITIZENS BANK NATL ASSOC,RI,84,3,1,1,1,1,0,42,0,20078.0,1,5000.0
IL,CITIZENS BANK NATL ASSOC,RI,29,1,1,0,1,0,0,71,0,25000.0,0,25000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,0,0,1,0,0,44,0,50400.0,1,50400.0
IL,INLAND BANK & TRUST,IL,22,24,0,0,0,0,0,23,0,375000.0,0,375000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,NV,84,3,0,2,2,1,0,44,0,45903.0,1,21000.0
IL,CITIZENS BANK NATL ASSOC,RI,3,22,0,0,1,1,0,44,0,152878.0,0,100000.0
IL,FIFTH THIRD BANK,IL,36,62,0,0,0,0,0,0,0,600000.0,0,600000.0
IL,CITIZENS BANK NATL ASSOC,RI,21,3,0,3,1,0,0,44,0,75000.0,0,75000.0
IL,CAPITAL ONE NATL ASSOC,VA,60,2,0,2,1,0,0,54,0,50000.0,0,50000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,0,2,1,1,0,61,0,25000.0,1,25000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,12,17,0,0,0,1,0,0,0,100000.0,1,100000.0
IL,"SOMERCOR 504, INC.",IL,240,16,0,4,0,0,0,31,0,128000.0,1,128000.0
IL,SMALL BUS. GROWTH CORP,IL,240,9,0,6,1,0,0,0,0,194000.0,1,194000.0
IL,BMO HARRIS CENT. NATL ASSOC,IL,120,9,0,0,0,0,1,0,0,100000.0,1,100000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,12,0,0,1,0,0,31,0,50000.0,1,50000.0
IL,CITIZENS BANK NATL ASSOC,RI,40,7,0,2,1,1,0,54,0,101333.0,1,50000.0
IL,BMO HARRIS CENT. NATL ASSOC,IL,84,35,0,0,0,0,0,81,0,210000.0,1,210000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,1,2,1,1,0,44,0,1484181.0,1,200000.0
IL,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,0,0,1,1,0,52,0,69415.0,1,50000.0
IL,CITIZENS BANK NATL ASSOC,OH,114,38,0,0,0,0,0,0,0,500000.0,0,500000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,1,0,54,0,25000.0,1,25000.0
IL,GE CAP. SMALL BUS. FINAN CORP,TX,176,38,0,0,0,0,0,0,0,302500.0,1,302500.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,0,0,1,1,0,81,0,44360.0,1,25000.0
IL,CAPITAL ONE NATL ASSOC,VA,58,5,0,1,1,1,0,56,0,125846.0,0,50000.0
IL,OLD SECOND NATIONAL BANK,IL,22,20,0,0,0,0,0,0,0,250000.0,0,270000.0
IL,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,0,1,1,1,0,54,0,21724.0,1,15000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,22,8,0,2,1,0,0,23,0,50000.0,0,50000.0
IL,OLD SECOND NATIONAL BANK,IL,90,13,0,0,0,0,0,44,0,70000.0,1,70000.0
IL,BMO HARRIS BK NATL ASSOC,IL,84,4,0,0,0,0,1,0,0,50000.0,1,50000.0
IL,FIFTH THIRD BANK,OH,11,33,0,0,0,0,0,0,0,250000.0,1,250000.0
IL,U.S. BANK NATIONAL ASSOCIATION,IL,56,41,0,0,0,0,0,0,0,550000.0,0,550000.0
IL,WELLS FARGO BANK NATL ASSOC,CA,60,1,0,0,2,1,0,54,0,16749.0,1,10000.0
IL,"SOMERCOR 504, INC.",IL,240,47,0,12,0,0,0,0,0,424000.0,1,424000.0
IL,BMO HARRIS BK NATL ASSOC,IL,60,3,0,0,1,0,0,81,0,180000.0,1,180000.0
IL,URBAN PARTNERSHIP BANK,IL,84,3,0,0,1,0,0,44,0,500000.0,1,500000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,90,1,1,0,1,0,0,31,0,180300.0,1,180300.0
IL,FIRST MIDWEST BANK,IL,120,4,0,0,1,0,0,62,0,417000.0,1,417000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,15,0,10,1,1,0,54,0,650000.0,1,350000.0
IL,BANCO POPULAR NORTH AMERICA,NY,46,2,0,5,1,1,0,54,0,47218.0,0,25000.0
IL,"SOMERCOR 504, INC.",IL,240,10,0,2,1,0,0,44,0,85000.0,1,85000.0
IL,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,1,1,0,44,0,200000.0,1,100000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,0,2,1,1,0,31,0,177394.0,1,50000.0
IL,CITIZENS BANK NATL ASSOC,RI,84,8,0,0,1,0,0,54,0,100000.0,1,100000.0
IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,1,1,1,0,42,0,86954.0,1,25000.0
IL,"CITIBANK, N.A.",IL,60,1,0,0,0,0,1,0,0,60000.0,1,60000.0
